filename,text,emotion,processed_text
Ses05F_impro05_F032,"No, I don't think you are. I mean If you were doing everything you could, you'd either give me more money or you'd figure out where my bag is.",xxx,no i don t think you are . i mean if you were doing everything you could you d either give me more money or you d figure out where my bag is .
Ses05F_impro05_M039,"Well, I have no way to give you more money.  I'm giving you as much money as I can, and figuring- as far as figuring out where you bag is-",neu,well i have no way to give you more money . i m giving you as much money as i can and figuring as far as figuring out where you bag is 
Ses05F_impro05_F033,What do you mean as you can?  Who makes up these rules?,ang,what do you mean as you can ? who makes up these rules ?
Ses05F_impro05_M040,makes up?,neu,makes up ?
Ses05F_impro05_F034,You're an autono- autonomous human being.  You could- You could go into the com-,ang,you re an autono autonomous human being . you could you could go into the com 
Ses05F_impro05_M041,"The airline makes these rules, mom ma'am.",neu,the airline makes these rules mom ma am .
Ses05F_impro05_F035,You could go into the computer and- you know- print-,xxx,you could go into the computer and you know print 
Ses05F_impro05_M042,I've gone into the computer.  I told you exactly what I can see in the computer that your luggage did arrive here.,xxx,i ve gone into the computer . i told you exactly what i can see in the computer that your luggage did arrive here .
Ses05F_impro05_F036,"So I'm just supposed to oh, well, oops, my luggage is gone and be fine with that and take your stinking fifty dollar voucher?",fru,so i m just supposed to oh well oops my luggage is gone and be fine with that and take your stinking fifty dollar voucher ?
Ses05F_impro05_M043,"Well, you can take my stinking fifty dollar voucher and go home and wait and see if your luggage turns up. And if it does, then we'll deliver it to you.",fru,well you can take my stinking fifty dollar voucher and go home and wait and see if your luggage turns up . and if it does then we ll deliver it to you .
Ses05F_impro05_F037,And you have no guarantee.,fru,and you have no guarantee .
Ses05F_impro05_M044,"I have no guarantee, absolutely not.",fru,i have no guarantee absolutely not .
Ses05F_impro05_F038,This is ridiculous.,fru,this is ridiculous .
Ses05F_impro05_M045,How can I guarantee finding your luggage when it's lost?,fru,how can i guarantee finding your luggage when it s lost ?
Ses05F_impro05_F039,"Uh- Because you guys lost it, so it should be your responsibility to find it, too.",fru,uh because you guys lost it so it should be your responsibility to find it too .
Ses05F_impro05_M046,"Right, well, when you're at home and you lose something, do you guarantee that you're going to find it later on?",fru,right well when you re at home and you lose something do you guarantee that you re going to find it later on ?
Ses05F_impro05_F040,"Oh, come on.  Would you cut it out?  This is ridiculous.",fru,oh come on . would you cut it out ? this is ridiculous .
Ses05F_impro05_M047,"Well, it sounds to me like you're being ridiculous",fru,well it sounds to me like you re being ridiculous
Ses05F_impro05_F041,"No, I don't think I am.  I like have a whole bunch of stuff that means a lot to me, and I brought it you know from Africa.  It's not like I can just go back and get it whenever I want.",ang,no i don t think i am . i like have a whole bunch of stuff that means a lot to me and i brought it you know from africa . it s not like i can just go back and get it whenever i want .
Ses05F_impro05_M048,Right.,neu,right .
Ses05F_impro05_F042,It's not like I can go to Kmart and buy another.,ang,it s not like i can go to kmart and buy another .
Ses05F_impro05_M049,"I understand that, ma'am, but things get lost.  There's nothing I can do about that.  Things happen.  Accidents happen.",fru,i understand that ma am but things get lost . there s nothing i can do about that . things happen . accidents happen .
Ses05F_impro05_M050,"And while I really would love to be able to hand you your bag right now, obviously I can't do that.",neu,and while i really would love to be able to hand you your bag right now obviously i can t do that .
Ses05F_impro05_F043,okay fine.,xxx,okay fine .
Ses05F_impro05_M051,So you'd like the fifty dollar voucher?,neu,so you d like the fifty dollar voucher ?
Ses05F_impro05_F044,"Yeah, I'll take your fifty dollar voucher.",fru,yeah i ll take your fifty dollar voucher .
Ses05F_impro05_M052,"Okay, just fill out these three forms, and um- you'll- we'll have that sent to you within the next three weeks and, of course, we'll definitely keep an eye out for your bag.",neu,okay just fill out these three forms and um you ll we ll have that sent to you within the next three weeks and of course we ll definitely keep an eye out for your bag .
Ses05F_impro05_F045,Thanks.,fru,thanks .
Ses05F_impro05_M053,You have a wonderful day.,neu,you have a wonderful day .
Ses05F_impro06_M000,What's wrong Melissa?,xxx,what s wrong melissa ?
Ses05F_impro06_F000,A good friend of mine passed away the other day.,sad,a good friend of mine passed away the other day .
Ses05F_impro06_M001,"Oh no, I'm so sorry. What happened?",sad,oh no i m so sorry . what happened ?
Ses05F_impro06_F001,"Oh they had some pretty progressive cancer,",sad,oh they had some pretty progressive cancer 
Ses05F_impro06_F002,"metastasized and it was old and they knew that it wasn't looking good, but-",sad,metastasized and it was old and they knew that it wasn t looking good but 
Ses05F_impro06_M002,That's the worst.  I'm so sorry.  Did you know him well?,sad,that s the worst . i m so sorry . did you know him well ?
Ses05F_impro06_F003,Yeah.  We were.  Pretty close.,sad,yeah . we were . pretty close .
Ses05F_impro06_F004,[BREATHING],sad, breathing 
Ses05F_impro06_M003,"I am so sorry,  It's-",sad,i am so sorry it s 
Ses05F_impro06_M004,It's the worst when they go like that. [GARBAGE] Was he young?,sad,it s the worst when they go like that . garbage was he young ?
Ses05F_impro06_F005,Kind of.,sad,kind of .
Ses05F_impro06_F006,"It's hard to watch when it's painful for them, you know.",sad,it s hard to watch when it s painful for them you know .
Ses05F_impro06_M005,"Absolutely, absolutely.",sad,absolutely absolutely .
Ses05F_impro06_M006,It's the think,sad,it s the think
Ses05F_impro06_F007,"I just, I don't know.",sad,i just i don t know .
Ses05F_impro06_M007,There's no reason for it.,sad,there s no reason for it .
Ses05F_impro06_F008,I know.,sad,i know .
Ses05F_impro06_F009,And he could of...  He was pretty awesome,sad,and he could of . . . he was pretty awesome
Ses05F_impro06_M008,Yeah?  What'd he do?  What did they do?  How'd you know him?,sad,yeah ? what d he do ? what did they do ? how d you know him ?
Ses05F_impro06_F010,"Uh,  We grew up together.",sad,uh we grew up together .
Ses05F_impro06_M009,yeah.,sad,yeah .
Ses05F_impro06_M010,"Is he an actor too, or-?",neu,is he an actor too or ?
Ses05F_impro06_F011,"Yeah, he kind of did a lot of things, but we acted together, sometimes.",sad,yeah he kind of did a lot of things but we acted together sometimes .
Ses05F_impro06_F012,"I feel really bad for his family, you know.",sad,i feel really bad for his family you know .
Ses05F_impro06_M011,"Yes of course, of course.",sad,yes of course of course .
Ses05F_impro06_F013,"It must be really, really hard to lose a child.",sad,it must be really really hard to lose a child .
Ses05F_impro06_M012,Was he very close to his family?,neu,was he very close to his family ?
Ses05F_impro06_F014,"Yeah.  And they were really supportive, like through the whole process, but-",sad,yeah . and they were really supportive like through the whole process but 
Ses05F_impro06_M013,yeah.,neu,yeah .
Ses05F_impro06_F015,[BREATHING],sad, breathing 
Ses05F_impro06_F016,I can't imagine what his- what his parents are going through.,sad,i can t imagine what his what his parents are going through .
Ses05F_impro06_M014,Of course not.  You have no idea what it's like to lose a kid.,sad,of course not . you have no idea what it s like to lose a kid .
Ses05F_impro06_F017,"Yeah, I'm just going to miss him.",sad,yeah i m just going to miss him .
Ses05F_impro06_M015,"Of course. If there's anything I can do, you just let me know.  Okay?",xxx,of course . if there s anything i can do you just let me know . okay ?
Ses05F_impro06_F018,Thank you.,sad,thank you .
Ses05F_impro06_M016,Of course.,xxx,of course .
Ses05F_impro06_M017,Is there a funeral planned? or-,neu,is there a funeral planned ? or 
Ses05F_impro06_F019,"Yeah, they're going to do some sort of memorial service or something.",sad,yeah they re going to do some sort of memorial service or something .
Ses05F_impro06_M018,"Cool, Well, If you want me to go with you, I will.",neu,cool well if you want me to go with you i will .
Ses05F_impro06_F020,Thanks.,sad,thanks .
Ses05F_impro06_M019,No problem.,neu,no problem .
Ses05F_impro06_F021,"It's really bizarre, you know, when you know somebody really well, and then...",sad,it s really bizarre you know when you know somebody really well and then . . .
Ses05F_impro06_F022,something happens and they die and it's like-,sad,something happens and they die and it s like 
Ses05F_impro06_F023,"really hard to imagine that like you're going to continue to live, and that person's just going to have stopped.",sad,really hard to imagine that like you re going to continue to live and that person s just going to have stopped .
Ses05F_impro06_M020,"Right, it just doesn't make any sense, it's not real.  It doesn't feel real.",sad,right it just doesn t make any sense it s not real . it doesn t feel real .
Ses05F_impro06_M021,yeah.,neu,yeah .
